Year,Award,Movie,Nominee,Winner
2006,VISUAL EFFECTS,Joe Letteri  Brian Van't Hul  Christian Rivers and Richard Taylor,King Kong,1
2006,VISUAL EFFECTS,Dean Wright  Bill Westenhofer  Jim Berney and Scott Farrar,The Chronicles of Narnia: The Lion| the Witch and the Wardrobe,0
2006,VISUAL EFFECTS,Dennis Muren  Pablo Helman  Randal M. Dutra and Daniel Sudick,War of the Worlds,0
2006,WRITING (ADAPTED SCREENPLAY),Screenplay by Larry McMurtry & Diana Ossana,Brokeback Mountain,1
2006,WRITING (ADAPTED SCREENPLAY),Screenplay by Dan Futterman,Capote,0
2006,WRITING (ADAPTED SCREENPLAY),Screenplay by Jeffrey Caine,The Constant Gardener,0
2006,WRITING (ADAPTED SCREENPLAY),Screenplay by Josh Olson,A History of Violence,0
2006,WRITING (ADAPTED SCREENPLAY),Screenplay by Tony Kushner and Eric Roth,Munich,0
2006,WRITING (ORIGINAL SCREENPLAY),Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,Crash,1
2006,WRITING (ORIGINAL SCREENPLAY),Screenplay by George Clooney & Grant Heslov,Good Night| and Good Luck.,0
2006,WRITING (ORIGINAL SCREENPLAY),Written by Woody Allen,Match Point,0
2006,WRITING (ORIGINAL SCREENPLAY),Written by Noah Baumbach,The Squid and the Whale,0
2006,WRITING (ORIGINAL SCREENPLAY),Written by Stephen Gaghan,Syriana,0
2007,ACTOR IN A LEADING ROLE,The Last King of Scotland,Forest Whitaker,1
2007,ACTOR IN A LEADING ROLE,Blood Diamond,Leonardo DiCaprio,0
2007,ACTOR IN A LEADING ROLE,Half Nelson,Ryan Gosling,0
2007,ACTOR IN A LEADING ROLE,Venus,Peter O'Toole,0
2007,ACTOR IN A LEADING ROLE,The Pursuit of Happyness,Will Smith,0
2007,ACTOR IN A SUPPORTING ROLE,Little Miss Sunshine,Alan Arkin,1
2007,ACTOR IN A SUPPORTING ROLE,Little Children,Jackie Earle Haley,0
2007,ACTOR IN A SUPPORTING ROLE,Blood Diamond,Djimon Hounsou,0
2007,ACTOR IN A SUPPORTING ROLE,Dreamgirls,Eddie Murphy,0
2007,ACTOR IN A SUPPORTING ROLE,The Departed,Mark Wahlberg,0
2007,ACTRESS IN A LEADING ROLE,The Queen,Helen Mirren,1
2007,ACTRESS IN A LEADING ROLE,Volver,Penélope Cruz,0
2007,ACTRESS IN A LEADING ROLE,Notes on a Scandal,Judi Dench,0
2007,ACTRESS IN A LEADING ROLE,The Devil Wears Prada,Meryl Streep,0
2007,ACTRESS IN A LEADING ROLE,Little Children,Kate Winslet,0
2007,ACTRESS IN A SUPPORTING ROLE,Dreamgirls,Jennifer Hudson,1
2007,ACTRESS IN A SUPPORTING ROLE,Babel,Adriana Barraza,0
2007,ACTRESS IN A SUPPORTING ROLE,Notes on a Scandal,Cate Blanchett,0
2007,ACTRESS IN A SUPPORTING ROLE,Little Miss Sunshine,Abigail Breslin,0
2007,ACTRESS IN A SUPPORTING ROLE,Babel,Rinko Kikuchi,0
2007,ANIMATED FEATURE FILM,George Miller,Happy Feet,1
2007,ANIMATED FEATURE FILM,John Lasseter,Cars,0
2007,ANIMATED FEATURE FILM,Gil Kenan,Monster House,0
2007,CINEMATOGRAPHY,Guillermo Navarro,Pan's Labyrinth,1
2007,CINEMATOGRAPHY,Vilmos Zsigmond,The Black Dahlia,0
2007,CINEMATOGRAPHY,Emmanuel Lubezki,Children of Men,0
2007,CINEMATOGRAPHY,Dick Pope,The Illusionist,0
2007,CINEMATOGRAPHY,Wally Pfister,The Prestige,0
2007,COSTUME DESIGN,Milena Canonero,Marie Antoinette,1
2007,COSTUME DESIGN,Yee Chung Man,Curse of the Golden Flower,0
2007,COSTUME DESIGN,Patricia Field,The Devil Wears Prada,0
2007,COSTUME DESIGN,Sharen Davis,Dreamgirls,0
2007,COSTUME DESIGN,Consolata Boyle,The Queen,0
2007,DIRECTING,Martin Scorsese,The Departed,1
2007,DIRECTING,Babel,Babel,0
2007,DIRECTING,Clint Eastwood,Letters from Iwo Jima,0
2007,DIRECTING,Stephen Frears,The Queen,0
2007,DIRECTING,Paul Greengrass,United 93,0
2007,DOCUMENTARY (FEATURE),Davis Guggenheim,An Inconvenient Truth,1
2007,DOCUMENTARY (FEATURE),Amy Berg and Frank Donner,Deliver Us from Evil,0
2007,DOCUMENTARY (FEATURE),James Longley and John Sinno,Iraq in Fragments,0
2007,DOCUMENTARY (FEATURE),Heidi Ewing and Rachel Grady,Jesus Camp,0
2007,DOCUMENTARY (FEATURE),Laura Poitras and Jocelyn Glatzer,My Country| My Country,0
2007,DOCUMENTARY (SHORT SUBJECT),Ruby Yang and Thomas Lennon,The Blood of Yingzhou District,1
2007,DOCUMENTARY (SHORT SUBJECT),Leslie Iwerks and Mike Glad,Recycled Life,0
2007,DOCUMENTARY (SHORT SUBJECT),Karen Goodman and Kirk Simon,Rehearsing a Dream,0
2007,DOCUMENTARY (SHORT SUBJECT),Nathaniel Kahn and Susan Rose Behr,Two Hands,0
2007,FILM EDITING,Thelma Schoonmaker,The Departed,1
2007,FILM EDITING,Stephen Mirrione and Douglas Crise,Babel,0
2007,FILM EDITING,Steven Rosenblum,Blood Diamond,0
2007,FILM EDITING,Children of Men,Children of Men,0
2007,FILM EDITING,Clare Douglas  Christopher Rouse and Richard Pearson,United 93,0
2007,FOREIGN LANGUAGE FILM,Germany,The Lives of Others,1
2007,FOREIGN LANGUAGE FILM,Denmark,After the Wedding,0
2007,FOREIGN LANGUAGE FILM,Algeria,Days of Glory (Indigènes),0
2007,FOREIGN LANGUAGE FILM,Mexico,Pan's Labyrinth,0
2007,FOREIGN LANGUAGE FILM,Canada,Water,0
2007,MUSIC (ORIGINAL SCORE),Gustavo Santaolalla,Babel,1
2007,MUSIC (ORIGINAL SCORE),Thomas Newman,The Good German,0
2007,MUSIC (ORIGINAL SCORE),Philip Glass,Notes on a Scandal,0
2007,MUSIC (ORIGINAL SCORE),Javier Navarrete,Pan's Labyrinth,0
2007,MUSIC (ORIGINAL SCORE),Alexandre Desplat,The Queen,0
2007,MUSIC (ORIGINAL SONG),I Need To Wake Up in "An Inconvenient Truth" Music and Lyric by Melissa Etheridge,An Inconvenient Truth,1
2007,MUSIC (ORIGINAL SONG),Listen in "Dreamgirls" Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven,Dreamgirls,0
2007,MUSIC (ORIGINAL SONG),Love You I Do in "Dreamgirls" Music by Henry Krieger; Lyric by Siedah Garrett,Dreamgirls,0
2007,MUSIC (ORIGINAL SONG),Our Town in "Cars" Music and Lyric by Randy Newman,Cars,0
2007,MUSIC (ORIGINAL SONG),Patience in "Dreamgirls" Music by Henry Krieger; Lyric by Willie Reale,Dreamgirls,0
2007,BEST PICTURE,Graham King  Producer,The Departed,1
2007,BEST PICTURE,Babel,Babel,0
2007,BEST PICTURE,Clint Eastwood  Steven Spielberg and Robert Lorenz  Producers,Letters from Iwo Jima,0
2007,BEST PICTURE,David T. Friendly  Peter Saraf and Marc Turtletaub  Producers,Little Miss Sunshine,0
2007,BEST PICTURE,Andy Harries  Christine Langan and Tracey Seaward  Producers,The Queen,0
2007,SHORT FILM (ANIMATED),Torill Kove,The Danish Poet,1
2007,SHORT FILM (ANIMATED),Gary Rydstrom,Lifted,0
2007,SHORT FILM (ANIMATED),Roger Allers and Don Hahn,The Little Matchgirl,0
2007,SHORT FILM (ANIMATED),Maestro,Maestro,0
2007,SHORT FILM (ANIMATED),Chris Renaud and Michael Thurmeier,No Time for Nuts,0
2007,SHORT FILM (LIVE ACTION),Ari Sandel,West Bank Story,1
2007,SHORT FILM (LIVE ACTION),Javier Fesser and Luis Manso,Binta and the Great Idea (Binta Y La Gran Idea),0
2007,SHORT FILM (LIVE ACTION),Borja Cobeaga,,0
2007,SHORT FILM (LIVE ACTION),Helmer & Son,Helmer & Son,0
2007,SHORT FILM (LIVE ACTION),Peter Templeman and Stuart Parkyn,The Saviour,0
2007,SOUND EDITING,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,1
2007,SOUND EDITING,Sean McCormack and Kami Asgar,Apocalypto,0
2007,SOUND EDITING,Lon Bender,Blood Diamond,0
2007,SOUND EDITING,Alan Robert Murray and Bub Asman,Flags of Our Fathers,0
2007,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: Dead Man's Chest,0
2007,SOUND MIXING,Michael Minkler  Bob Beemer and Willie Burton,Dreamgirls,1
2007,SOUND MIXING,Kevin O’Connell  Greg P. Russell and Fernando Cámara,Apocalypto,0
2007,SOUND MIXING,Andy Nelson  Anna Behlmer and Ivan Sharrock,Blood Diamond,0
2007,SOUND MIXING,John Reitz  Dave Campbell  Gregg Rudloff and Walt Martin,Flags of Our Fathers,0
2007,SOUND MIXING,Paul Massey  Christopher Boyes and Lee Orloff,Pirates of the Caribbean: Dead Man's Chest,0
2007,VISUAL EFFECTS,John Knoll  Hal Hickel  Charles Gibson and Allen Hall,Pirates of the Caribbean: Dead Man's Chest,1
2007,VISUAL EFFECTS,Boyd Shermis  Kim Libreri  Chas Jarrett and John Frazier,Poseidon,0
2007,VISUAL EFFECTS,Mark Stetson  Neil Corbould  Richard R. Hoover and Jon Thum,Superman Returns,0
2007,WRITING (ADAPTED SCREENPLAY),Screenplay by William Monahan,The Departed,1
2007,WRITING (ADAPTED SCREENPLAY),Screenplay by Sacha Baron Cohen  Anthony Hines  Peter Baynham  & Dan Mazer; Story by Sacha Baron Cohen  Peter Baynham  Anthony Hines  & Todd Phillips,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0
2007,WRITING (ADAPTED SCREENPLAY),Screenplay by Alfonso Cuarón  Timothy J. Sexton  David Arata  Mark Fergus and Hawk Ostby,Children of Men,0
2007,WRITING (ADAPTED SCREENPLAY),Screenplay by Todd Field & Tom Perrotta,Little Children,0
2007,WRITING (ADAPTED SCREENPLAY),Screenplay by Patrick Marber,Notes on a Scandal,0
2007,WRITING (ORIGINAL SCREENPLAY),Written by Michael Arndt,Little Miss Sunshine,1
2007,WRITING (ORIGINAL SCREENPLAY),Written by Guillermo Arriaga,Babel,0
2007,WRITING (ORIGINAL SCREENPLAY),Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis,Letters from Iwo Jima,0
2007,WRITING (ORIGINAL SCREENPLAY),Written by Guillermo del Toro,Pan's Labyrinth,0
2007,WRITING (ORIGINAL SCREENPLAY),Written by Peter Morgan,The Queen,0
2008,ACTOR IN A LEADING ROLE,There Will Be Blood,Daniel Day-Lewis,1
2008,ACTOR IN A LEADING ROLE,Michael Clayton,George Clooney,0
2008,ACTOR IN A LEADING ROLE,Sweeney Todd The Demon Barber of Fleet Street,Johnny Depp,0
2008,ACTOR IN A LEADING ROLE,In the Valley of Elah,Tommy Lee Jones,0
2008,ACTOR IN A LEADING ROLE,Eastern Promises,Viggo Mortensen,0
2008,ACTOR IN A SUPPORTING ROLE,No Country for Old Men,Javier Bardem,1
2008,ACTOR IN A SUPPORTING ROLE,The Assassination of Jesse James by the Coward Robert Ford,Casey Affleck,0
2008,ACTOR IN A SUPPORTING ROLE,Charlie Wilson's War,Philip Seymour Hoffman,0
2008,ACTOR IN A SUPPORTING ROLE,Into the Wild,Hal Holbrook,0
2008,ACTOR IN A SUPPORTING ROLE,Michael Clayton,Tom Wilkinson,0
2008,ACTRESS IN A LEADING ROLE,La Vie en Rose,Marion Cotillard,1
2008,ACTRESS IN A LEADING ROLE,Elizabeth: The Golden Age,Cate Blanchett,0
2008,ACTRESS IN A LEADING ROLE,Away from Her,Julie Christie,0
2008,ACTRESS IN A LEADING ROLE,The Savages,Laura Linney,0
2008,ACTRESS IN A LEADING ROLE,Juno,Ellen Page,0
2008,ACTRESS IN A SUPPORTING ROLE,Michael Clayton,Tilda Swinton,1
2008,ACTRESS IN A SUPPORTING ROLE,I'm Not There,Cate Blanchett,0
2008,ACTRESS IN A SUPPORTING ROLE,American Gangster,Ruby Dee,0
2008,ACTRESS IN A SUPPORTING ROLE,Atonement,Saoirse Ronan,0
2008,ACTRESS IN A SUPPORTING ROLE,Gone Baby Gone,Amy Ryan,0
2008,ANIMATED FEATURE FILM,Brad Bird,Ratatouille,1
2008,ANIMATED FEATURE FILM,Marjane Satrapi and Vincent Paronnaud,Persepolis,0
2008,ANIMATED FEATURE FILM,Ash Brannon and Chris Buck,Surf's Up,0
2008,CINEMATOGRAPHY,Robert Elswit,There Will Be Blood,1
2008,CINEMATOGRAPHY,Roger Deakins,The Assassination of Jesse James by the Coward Robert Ford,0
2008,CINEMATOGRAPHY,Seamus McGarvey,Atonement,0
2008,CINEMATOGRAPHY,Janusz Kaminski,The Diving Bell and the Butterfly,0
2008,CINEMATOGRAPHY,Roger Deakins,No Country for Old Men,0
2008,COSTUME DESIGN,Alexandra Byrne,Elizabeth: The Golden Age,1
2008,COSTUME DESIGN,Albert Wolsky,Across the Universe,0
2008,COSTUME DESIGN,Jacqueline Durran,Atonement,0
2008,COSTUME DESIGN,Marit Allen,La Vie en Rose,0
2008,COSTUME DESIGN,Colleen Atwood,Sweeney Todd The Demon Barber of Fleet Street,0
2008,DIRECTING,Joel Coen and Ethan Coen,No Country for Old Men,1
2008,DIRECTING,Julian Schnabel,The Diving Bell and the Butterfly,0
2008,DIRECTING,Jason Reitman,Juno,0
2008,DIRECTING,Tony Gilroy,Michael Clayton,0
2008,DIRECTING,Paul Thomas Anderson,There Will Be Blood,0
2008,DOCUMENTARY (FEATURE),Alex Gibney and Eva Orner,Taxi to the Dark Side,1
2008,DOCUMENTARY (FEATURE),Charles Ferguson and Audrey Marrs,No End in Sight,0
2008,DOCUMENTARY (FEATURE),Richard E. Robbins,Operation Homecoming: Writing the Wartime Experience,0
2008,DOCUMENTARY (FEATURE),Michael Moore and Meghan O'Hara,Sicko,0
2008,DOCUMENTARY (FEATURE),Andrea Nix Fine and Sean Fine,War/Dance,0
2008,DOCUMENTARY (SHORT SUBJECT),Cynthia Wade and Vanessa Roth,Freeheld,1
2008,DOCUMENTARY (SHORT SUBJECT),Amanda Micheli and Isabel Vega,La Corona (The Crown),0
2008,DOCUMENTARY (SHORT SUBJECT),Tim Sternberg and Francisco Bello,Salim Baba,0
2008,DOCUMENTARY (SHORT SUBJECT),James Longley,Sari's Mother,0
2008,FILM EDITING,Christopher Rouse,The Bourne Ultimatum,1
2008,FILM EDITING,Juliette Welfling,The Diving Bell and the Butterfly,0
2008,FILM EDITING,Jay Cassidy,Into the Wild,0
2008,FILM EDITING,Roderick Jaynes,No Country for Old Men,0
2008,FILM EDITING,Dylan Tichenor,There Will Be Blood,0
2008,FOREIGN LANGUAGE FILM,Austria,The Counterfeiters,1
2008,FOREIGN LANGUAGE FILM,Israel,Beaufort,0
2008,FOREIGN LANGUAGE FILM,Poland,Katyn,0
2008,FOREIGN LANGUAGE FILM,Kazakhstan,Mongol,0
2008,FOREIGN LANGUAGE FILM,Russia,12,0
2008,MUSIC (ORIGINAL SCORE),Dario Marianelli,Atonement,1
2008,MUSIC (ORIGINAL SCORE),Alberto Iglesias,The Kite Runner,0
2008,MUSIC (ORIGINAL SCORE),James Newton Howard,Michael Clayton,0
2008,MUSIC (ORIGINAL SCORE),Michael Giacchino,Ratatouille,0
2008,MUSIC (ORIGINAL SCORE),Marco Beltrami,3:10 to Yuma,0
2008,MUSIC (ORIGINAL SONG),Falling Slowly in "Once" Music and Lyric by Glen Hansard and Marketa Irglova,Once,1
2008,MUSIC (ORIGINAL SONG),Happy Working Song in "Enchanted" Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,0
2008,MUSIC (ORIGINAL SONG),Raise It Up in "August Rush" Music and Lyric by Jamal Joseph  Charles Mack and Tevin Thomas,August Rush,0
2008,MUSIC (ORIGINAL SONG),So Close in "Enchanted" Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,0
2008,MUSIC (ORIGINAL SONG),That's How You Know in "Enchanted" Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,0
2008,BEST PICTURE,Scott Rudin  Ethan Coen and Joel Coen  Producers,No Country for Old Men,1
2008,BEST PICTURE,Tim Bevan  Eric Fellner and Paul Webster  Producers,Atonement,0
2008,BEST PICTURE,Lianne Halfon  Mason Novick and Russell Smith  Producers,Juno,0
2008,BEST PICTURE,Sydney Pollack  Jennifer Fox and Kerry Orent  Producers,Michael Clayton,0
2008,BEST PICTURE,JoAnne Sellar  Paul Thomas Anderson and Daniel Lupi  Producers,There Will Be Blood,0
2008,SHORT FILM (ANIMATED),Suzie Templeton and Hugh Welchman,Peter & the Wolf,1
2008,SHORT FILM (ANIMATED),Josh Raskin,I Met the Walrus,0
2008,SHORT FILM (ANIMATED),Chris Lavis and Maciek Szczerbowski,Madame Tutli-Putli,0
2008,SHORT FILM (ANIMATED),Samuel Tourneux and Simon Vanesse,,0
2008,SHORT FILM (ANIMATED),Alexander Petrov,My Love (Moya Lyubov),0
2008,SHORT FILM (LIVE ACTION),Philippe Pollet-Villard,Le Mozart des Pickpockets (The Mozart of Pickpockets),1
2008,SHORT FILM (LIVE ACTION),Christian E. Christiansen and Louise Vesth,At Night,0
2008,SHORT FILM (LIVE ACTION),Andrea Jublin,Il Supplente (The Substitute),0
2008,SHORT FILM (LIVE ACTION),Guido Thys and Anja Daelemans,Tanghi Argentini,0
2008,SHORT FILM (LIVE ACTION),Daniel Barber and Matthew Brown,The Tonto Woman,0
2008,SOUND EDITING,Karen Baker Landers and Per Hallberg,The Bourne Ultimatum,1
2008,SOUND EDITING,Skip Lievsay,No Country for Old Men,0
2008,SOUND EDITING,Randy Thom and Michael Silvers,Ratatouille,0
2008,SOUND EDITING,Christopher Scarabosio and Matthew Wood,There Will Be Blood,0
2008,SOUND EDITING,Ethan Van der Ryn and Mike Hopkins,Transformers,0
2008,SOUND MIXING,Scott Millan  David Parker and Kirk Francis,The Bourne Ultimatum,1
2008,SOUND MIXING,Skip Lievsay  Craig Berkey  Greg Orloff and Peter Kurland,No Country for Old Men,0
2008,SOUND MIXING,Randy Thom  Michael Semanick and Doc Kane,Ratatouille,0
2008,SOUND MIXING,Paul Massey  David Giammarco and Jim Stuebe,3:10 to Yuma,0
2008,SOUND MIXING,Kevin O'Connell  Greg P. Russell and Peter J. Devlin,Transformers,0
2008,VISUAL EFFECTS,Michael Fink  Bill Westenhofer  Ben Morris and Trevor Wood,The Golden Compass,1
2008,VISUAL EFFECTS,John Knoll  Hal Hickel  Charles Gibson and John Frazier,Pirates of the Caribbean: At World's End,0
2008,VISUAL EFFECTS,Scott Farrar  Scott Benza  Russell Earl and John Frazier,Transformers,0
2008,WRITING (ADAPTED SCREENPLAY),Written for the screen by Joel Coen & Ethan Coen,No Country for Old Men,1
2008,WRITING (ADAPTED SCREENPLAY),Screenplay by Christopher Hampton,Atonement,0
2008,WRITING (ADAPTED SCREENPLAY),Written by Sarah Polley,Away from Her,0
2008,WRITING (ADAPTED SCREENPLAY),Screenplay by Ronald Harwood,The Diving Bell and the Butterfly,0
2008,WRITING (ADAPTED SCREENPLAY),Written for the Screen by Paul Thomas Anderson,There Will Be Blood,0
2008,WRITING (ORIGINAL SCREENPLAY),Written by Diablo Cody,Juno,1
2008,WRITING (ORIGINAL SCREENPLAY),Written by Nancy Oliver,Lars and the Real Girl,0
2008,WRITING (ORIGINAL SCREENPLAY),Written by Tony Gilroy,Michael Clayton,0
2008,WRITING (ORIGINAL SCREENPLAY),Screenplay by Brad Bird; Story by Jan Pinkava  Jim Capobianco  Brad Bird,Ratatouille,0
2008,WRITING (ORIGINAL SCREENPLAY),Written by Tamara Jenkins,The Savages,0
2009,ACTOR IN A LEADING ROLE,Milk,Sean Penn,1
2009,ACTOR IN A LEADING ROLE,The Visitor,Richard Jenkins,0
2009,ACTOR IN A LEADING ROLE,Frost/Nixon,Frank Langella,0
2009,ACTOR IN A LEADING ROLE,The Curious Case of Benjamin Button,Brad Pitt,0
2009,ACTOR IN A LEADING ROLE,The Wrestler,Mickey Rourke,0
2009,ACTOR IN A SUPPORTING ROLE,The Dark Knight,Heath Ledger,1
2009,ACTOR IN A SUPPORTING ROLE,Milk,Josh Brolin,0
2009,ACTOR IN A SUPPORTING ROLE,Tropic Thunder,Robert Downey Jr.,0
2009,ACTOR IN A SUPPORTING ROLE,Doubt,Philip Seymour Hoffman,0
2009,ACTOR IN A SUPPORTING ROLE,Revolutionary Road,Michael Shannon,0
2009,ACTRESS IN A LEADING ROLE,The Reader,Kate Winslet,1
2009,ACTRESS IN A LEADING ROLE,Rachel Getting Married,Anne Hathaway,0
2009,ACTRESS IN A LEADING ROLE,Changeling,Angelina Jolie,0
2009,ACTRESS IN A LEADING ROLE,Frozen River,Melissa Leo,0
2009,ACTRESS IN A LEADING ROLE,Doubt,Meryl Streep,0
2009,ACTRESS IN A SUPPORTING ROLE,Vicky Cristina Barcelona,Penélope Cruz,1
2009,ACTRESS IN A SUPPORTING ROLE,Doubt,Amy Adams,0
2009,ACTRESS IN A SUPPORTING ROLE,Doubt,Viola Davis,0
2009,ACTRESS IN A SUPPORTING ROLE,The Curious Case of Benjamin Button,Taraji P. Henson,0
2009,ACTRESS IN A SUPPORTING ROLE,The Wrestler,Marisa Tomei,0
2009,ANIMATED FEATURE FILM,Andrew Stanton,WALL-E,1
2009,ANIMATED FEATURE FILM,Chris Williams and Byron Howard,Bolt,0
2009,ANIMATED FEATURE FILM,John Stevenson and Mark Osborne,Kung Fu Panda,0
2009,CINEMATOGRAPHY,Anthony Dod Mantle,Slumdog Millionaire,1
2009,CINEMATOGRAPHY,Tom Stern,Changeling,0
2009,CINEMATOGRAPHY,Claudio Miranda,The Curious Case of Benjamin Button,0
2009,CINEMATOGRAPHY,Wally Pfister,The Dark Knight,0
2009,CINEMATOGRAPHY,Chris Menges and Roger Deakins,The Reader,0
2009,COSTUME DESIGN,Michael O'Connor,The Duchess,1
2009,COSTUME DESIGN,Catherine Martin,Australia,0
2009,COSTUME DESIGN,Jacqueline West,The Curious Case of Benjamin Button,0
2009,COSTUME DESIGN,Danny Glicker,Milk,0
2009,COSTUME DESIGN,Albert Wolsky,Revolutionary Road,0
2009,DIRECTING,Danny Boyle,Slumdog Millionaire,1
2009,DIRECTING,David Fincher,The Curious Case of Benjamin Button,0
2009,DIRECTING,Ron Howard,Frost/Nixon,0
2009,DIRECTING,Gus Van Sant,Milk,0
2009,DIRECTING,Stephen Daldry,The Reader,0
2009,DOCUMENTARY (FEATURE),James Marsh and Simon Chinn,Man on Wire,1
2009,DOCUMENTARY (FEATURE),Ellen Kuras and Thavisouk Phrasavath,The Betrayal (Nerakhoon),0
2009,DOCUMENTARY (FEATURE),Werner Herzog and Henry Kaiser,Encounters at the End of the World,0
2009,DOCUMENTARY (FEATURE),Scott Hamilton Kennedy,The Garden,0
2009,DOCUMENTARY (FEATURE),Tia Lessin and Carl Deal,Trouble the Water,0
2009,DOCUMENTARY (SHORT SUBJECT),Megan Mylan,Smile Pinki,1
2009,DOCUMENTARY (SHORT SUBJECT),Steven Okazaki,The Conscience of Nhem En,0
2009,DOCUMENTARY (SHORT SUBJECT),Irene Taylor Brodsky and Tom Grant,The Final Inch,0
2009,DOCUMENTARY (SHORT SUBJECT),Adam Pertofsky and Margaret Hyde,The Witness - From the Balcony of Room 306,0
2009,FILM EDITING,Chris Dickens,Slumdog Millionaire,1
2009,FILM EDITING,Kirk Baxter and Angus Wall,The Curious Case of Benjamin Button,0
2009,FILM EDITING,Lee Smith,The Dark Knight,0
2009,FILM EDITING,Mike Hill and Dan Hanley,Frost/Nixon,0
2009,FILM EDITING,Elliot Graham,Milk,0
2009,FOREIGN LANGUAGE FILM,Japan,Departures,1
2009,FOREIGN LANGUAGE FILM,Germany,The Baader Meinhof Complex,0
2009,FOREIGN LANGUAGE FILM,France,The Class,0
2009,FOREIGN LANGUAGE FILM,Austria,Revanche,0
2009,FOREIGN LANGUAGE FILM,Israel,Waltz with Bashir,0
2009,MUSIC (ORIGINAL SCORE),A.R. Rahman,Slumdog Millionaire,1
2009,MUSIC (ORIGINAL SCORE),Alexandre Desplat,The Curious Case of Benjamin Button,0
2009,MUSIC (ORIGINAL SCORE),James Newton Howard,Defiance,0
2009,MUSIC (ORIGINAL SCORE),Danny Elfman,Milk,0
2009,MUSIC (ORIGINAL SCORE),Thomas Newman,WALL-E,0
2009,MUSIC (ORIGINAL SONG),Jai Ho in "Slumdog Millionaire" Music by A.R. Rahman; Lyric by Gulzar,Slumdog Millionaire,1
2009,MUSIC (ORIGINAL SONG),Down To Earth in "WALL-E" Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,WALL-E,0
2009,MUSIC (ORIGINAL SONG),O Saya in "Slumdog Millionaire" Music and Lyric by A.R. Rahman and Maya Arulpragasam,Slumdog Millionaire,0
2009,BEST PICTURE,Christian Colson  Producer,Slumdog Millionaire,1
2009,BEST PICTURE,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0
2009,BEST PICTURE,Brian Grazer  Ron Howard and Eric Fellner  Producers,Frost/Nixon,0
2009,BEST PICTURE,Dan Jinks and Bruce Cohen  Producers,Milk,0
2009,BEST PICTURE,Anthony Minghella  Sydney Pollack  Donna Gigliotti and Redmond Morris  Producers,The Reader,0
2009,SHORT FILM (ANIMATED),Kunio Kato,La Maison en Petits Cubes,1
2009,SHORT FILM (ANIMATED),Konstantin Bronzit,Lavatory - Lovestory,0
2009,SHORT FILM (ANIMATED),Emud Mokhberi and Thierry Marchand,Oktapodi,0
2009,SHORT FILM (ANIMATED),Doug Sweetland,Presto,0
2009,SHORT FILM (ANIMATED),Alan Smith and Adam Foulkes,This Way Up,0
2009,SHORT FILM (LIVE ACTION),Jochen Alexander Freydank,Spielzeugland (Toyland),1
2009,SHORT FILM (LIVE ACTION),Reto Caffi,Auf der Strecke (On the Line),0
2009,SHORT FILM (LIVE ACTION),Elizabeth Marre and Olivier Pont,Manon on the Asphalt,0
2009,SHORT FILM (LIVE ACTION),Steph Green and Tamara Anghie,New Boy,0
2009,SHORT FILM (LIVE ACTION),The Pig,The Pig,0
2009,SOUND EDITING,Richard King,The Dark Knight,1
2009,SOUND EDITING,Frank Eulner and Christopher Boyes,Iron Man,0
2009,SOUND EDITING,Glenn Freemantle and Tom Sayers,Slumdog Millionaire,0
2009,SOUND EDITING,Ben Burtt and Matthew Wood,WALL-E,0
2009,SOUND EDITING,Wylie Stateman,Wanted,0
2009,SOUND MIXING,Ian Tapp  Richard Pryke and Resul Pookutty,Slumdog Millionaire,1
2009,SOUND MIXING,David Parker  Michael Semanick  Ren Klyce and Mark Weingarten,The Curious Case of Benjamin Button,0
2009,SOUND MIXING,Lora Hirschberg  Gary Rizzo and Ed Novick,The Dark Knight,0
2009,SOUND MIXING,Tom Myers  Michael Semanick and Ben Burtt,WALL-E,0
2009,SOUND MIXING,Wanted,Wanted,0
2009,VISUAL EFFECTS,Eric Barba  Steve Preeg  Burt Dalton and Craig Barron,The Curious Case of Benjamin Button,1
2009,VISUAL EFFECTS,Nick Davis  Chris Corbould  Tim Webber and Paul Franklin,The Dark Knight,0
2009,VISUAL EFFECTS,John Nelson  Ben Snow  Dan Sudick and Shane Mahan,Iron Man,0
2009,WRITING (ADAPTED SCREENPLAY),Screenplay by Simon Beaufoy,Slumdog Millionaire,1
2009,WRITING (ADAPTED SCREENPLAY),Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,The Curious Case of Benjamin Button,0
2009,WRITING (ADAPTED SCREENPLAY),Written by John Patrick Shanley,Doubt,0
2009,WRITING (ADAPTED SCREENPLAY),Screenplay by Peter Morgan,Frost/Nixon,0
2009,WRITING (ADAPTED SCREENPLAY),Screenplay by David Hare,The Reader,0
